soil_type,rainfall_mm,temp_high_c,temp_low_c,humidity_percent,sunlight_hours,wind_speed_kmph,temp_avg_c,recommended_crop
Loamy,365.2,20.4,22.6,49.3,11.5,14.9,21.5,Tur
Black,55.4,22.4,19.3,66.8,7.9,14.4,20.8,Wheat
Loamy,197.9,36.9,15.5,61.6,6.4,26.4,26.2,Maize
Calcareous,357.3,36.9,10.5,39.5,9.8,29,23.7,Sugarcane
Alluvial,263.7,26.6,22.1,68.2,10.1,9.1,24.4,Wheat
Saline,177.2,21.8,14.6,64.1,10.5,3.9,18.2,Maize
Peaty,131.3,34.1,17.4,32.1,4.2,20.2,25.8,Sugarcane
Loamy,162.5,27.2,6.6,31.4,4.1,16.1,16.9,Cotton
Black,213.4,20.9,14.9,58.3,6.9,17.8,17.9,Wheat
Black,141.2,23.2,19,66.2,5.2,3.3,21.1,Wheat
Sandy,388.2,22.7,16.7,87.3,10.4,23.7,19.7,Chana
Saline,374.6,31.8,14,49.5,8.3,8.5,22.9,Maize
Laterite,350.9,38,9.5,73.5,10.6,11.4,23.8,Tur
Red,180.3,35.9,11.2,28.2,5.4,8.4,23.5,Groundnut
Calcareous,282.7,30.9,19,82.3,9,28.5,25,Bajra
Laterite,363.1,28.4,9.5,64.3,8.6,6.7,19,Groundnut
Sandy,343.2,32.4,17.4,64,6.7,22.5,24.9,Rice
Calcareous,177.4,28.9,16.8,30,8.1,8.9,22.8,Cotton
Saline,62.7,24.9,24.4,22.8,8.7,13.9,24.6,Tur
Sandy,48.7,33.6,6.2,69.1,11.1,29.9,19.9,Rice
Calcareous,239.3,37.5,7.2,28.2,4.4,4.8,22.4,Chana
Saline,264.2,27.5,15.1,28.9,10.6,26.7,21.3,Chana
Clayey,342.9,36.8,15.5,33.1,11.8,28.5,26.2,Chana
Laterite,131.2,28.6,5.8,26.8,9.9,21.6,17.2,Groundnut
Laterite,83.6,28,21.5,63.8,9.9,2.3,24.8,Groundnut
Red,164,20.6,14.9,49.5,5.7,25,17.8,Soybean
Saline,154.4,33.9,11.9,38.6,8.2,26.7,22.9,Bajra
Loamy,70.3,36.2,11.4,50.9,9.6,29.5,23.8,Barley
Clayey,275.5,33.3,22.2,79.1,8.8,25.5,27.8,Wheat
Alluvial,213.3,23,8.9,84.9,7.1,14.5,16,Barley
Calcareous,294,22.1,8.2,54.1,11.5,21.3,15.2,Cotton
Clayey,154,31.5,9.3,59.7,8.1,15.6,20.4,Barley
Saline,143.8,28,17.5,38,11.8,11.9,22.8,Bajra
Peaty,199.6,28.6,21.2,56,8.5,19.5,24.9,Chana
Calcareous,353.4,39.4,11.6,72.4,10.3,23.6,25.5,Bajra
Black,35.3,34.5,8.5,54.4,9.9,19.8,21.5,Sugarcane
Laterite,325.8,28.2,9.2,41.1,9.3,25.1,18.7,Sugarcane
Saline,160.2,20.4,17.4,60.7,4.1,6.9,18.9,Wheat
Black,344.8,20.7,9.9,86.3,4.6,12.5,15.3,Chana
Red,324.8,33.7,22.5,82.2,8.7,10.8,28.1,Soybean
Sandy,152.5,36.8,7.1,73.8,11.3,7.4,22,Groundnut
Alluvial,283.7,34.2,5.6,39.3,8.8,14.4,19.9,Bajra
Alluvial,80.7,28.1,6.8,36.9,5.9,28.5,17.4,Bajra
Black,360.6,20.6,21.9,78.7,6.6,17.1,21.2,Sesame
Laterite,173.7,39.3,18,32.7,9,10,28.6,Groundnut
Red,193.1,39.7,24.2,62.4,8.8,11.9,32,Cotton
Peaty,288.2,31,11.7,50.7,11.6,19.2,21.4,Sesame
Laterite,331.9,21.4,9.3,52.8,8.2,11.9,15.4,Rice
Clayey,109.8,30.8,16.2,51.8,6.8,17.1,23.5,Sugarcane
Alluvial,271.3,37.8,15.8,83,8.2,9.7,26.8,Wheat
Clayey,169,33.6,16.8,26.1,10.3,11.7,25.2,Sesame
Calcareous,160.1,34.4,12,74.8,8.3,21.8,23.2,Wheat
Loamy,282.2,21.7,5.1,78.5,6.6,18.4,13.4,Barley
Saline,167.1,22.1,5.7,86,6.7,4.6,13.9,Wheat
Red,151.5,22.5,18.3,51.7,10.1,29.2,20.4,Groundnut
Laterite,337.6,38.1,15.5,55,4.5,3.4,26.8,Rice
Alluvial,58.5,30.5,21.4,87.3,6.2,4.3,26,Rice
Clayey,276.8,35.8,11,52.1,5.2,21.6,23.4,Barley
Sandy,114.5,22.3,21.3,55.2,11.6,21.8,21.8,Groundnut
Calcareous,25.9,38.6,13.5,43.3,4.7,2.5,26,Barley
Saline,83.4,36.4,6.9,22.2,10.1,20,21.6,Rice
Saline,250.5,24.5,24.6,50.3,9,2.9,24.6,Soybean
Laterite,289.5,37.5,15.2,65.9,9.1,28.9,26.4,Rice
Red,28,25.3,17.6,68.3,10.1,21.5,21.5,Wheat
Peaty,33.8,24.1,18.4,20.5,7.2,7.2,21.2,Wheat
Sandy,363,25.3,12.2,76.1,7.2,6.4,18.8,Sugarcane
Laterite,47.9,38.2,20,54.5,6.3,18,29.1,Maize
Clayey,359.8,38.3,22.4,56.5,8.8,19.7,30.4,Rice
Loamy,106.7,26.6,12.7,87.3,11.4,25.3,19.6,Bajra
Black,301.2,34.1,18.1,39.9,11.4,27.3,26.1,Cotton
Peaty,137.7,33.5,20.1,73.3,9.6,13,26.8,Maize
Red,346.3,36.1,8.8,60.2,11.2,25.6,22.5,Chana
Calcareous,286.2,25.9,11.7,69.1,11.7,17.2,18.8,Rice
Peaty,172.7,30.2,7.2,49.2,10.4,15.2,18.7,Maize
Alluvial,49,33.4,17,39.5,7.3,21.6,25.2,Barley
Red,298.4,20.5,21,58.2,7.9,4.9,20.8,Groundnut
Loamy,254.4,27.5,17.2,46.2,11.5,9.4,22.4,Chana
Alluvial,21.1,33.9,8.6,35.6,9.4,24.9,21.2,Chana
Peaty,23.6,25.1,15.9,78.7,10.6,16.1,20.5,Sugarcane
Black,327.3,39.2,21.7,53.3,4.9,27.4,30.4,Cotton
Black,118.6,20.6,11.1,79.3,5.6,4.5,15.8,Bajra
Loamy,261.7,39.2,21.7,53.2,6.8,10.8,30.4,Rice
Saline,192.6,24.3,20.7,59,5.5,12,22.5,Groundnut
Sandy,348.1,21,5.4,89.7,11.3,13.8,13.2,Groundnut
Calcareous,368.4,25.8,9.8,86.6,5.7,29.6,17.8,Wheat
Saline,398.8,35.7,15.9,39,8.5,10.7,25.8,Soybean
Black,78.4,35,19.4,80.8,4.7,16.5,27.2,Rice
Black,347.9,24.2,22.6,47.3,5.2,17,23.4,Soybean
Clayey,121.1,23.9,17.8,25,6,23.6,20.8,Tur
Alluvial,244.5,32.9,12.6,60.3,11.9,16.5,22.8,Wheat
Peaty,212.2,29.2,8.7,88.4,10.4,19,19,Chana
Calcareous,26.8,35.8,20.2,88.2,9.4,23.1,28,Mustard
Loamy,374.5,20.5,9.1,28.9,11.3,4.8,14.8,Sugarcane
Peaty,49.8,32.2,18.9,74,11.6,29,25.6,Wheat
Clayey,281.5,34.6,8.6,76.2,7.6,25.7,21.6,Maize
Black,318.3,39.9,6.8,45.8,6.6,12.9,23.3,Maize
Loamy,322.2,33.6,10,66.1,6.5,22.4,21.8,Maize
Black,71.5,24.6,10.7,54.2,4.3,23.3,17.6,Sugarcane
Calcareous,190.1,22.2,17.9,36,6.2,25.8,20,Tur
Alluvial,335.2,32.8,8.2,73.3,6.8,7.3,20.5,Cotton
Peaty,135,30.5,23.6,38.4,4.3,21.7,27,Bajra
Peaty,197.7,38,16.1,43.8,11.1,2.9,27,Cotton
Saline,123.7,34.5,14.8,33.3,10.8,5.2,24.6,Soybean
Loamy,196.1,30.2,13.7,70.3,6,23.7,22,Chana
Sandy,357.4,28.1,16.3,52.1,10.4,24.8,22.2,Cotton
Clayey,192.9,28.1,5.4,51,10.4,18.6,16.8,Sesame
Sandy,231.2,24.5,24.8,62.3,6.7,18.3,24.6,Wheat
Saline,173.5,20.3,16.2,31,9.6,23,18.2,Tur
Calcareous,194.8,31.5,5.7,82.9,6.3,27.4,18.6,Wheat
Clayey,25.8,24.2,16.8,52.6,4.6,13.8,20.5,Chana
Alluvial,127.8,24.2,13.7,45.7,8,5.2,19,Sugarcane
Sandy,185.9,22.5,5.5,28.9,7.5,25.5,14,Mustard
Alluvial,260.8,23.8,23.5,31.8,5.1,11.6,23.6,Wheat
Sandy,191,20.6,5.2,84.4,7.9,5.7,12.9,Maize
Alluvial,148.4,33.5,16.6,52,11.6,19.2,25,Wheat
Sandy,167.5,28,24.2,70.6,9.9,18.2,26.1,Sugarcane
Alluvial,112.1,31.2,9.8,25.6,9.9,15.3,20.5,Wheat
Saline,371.3,32.7,10.1,65,10.1,26.1,21.4,Soybean
Red,218.3,39.4,5,84.5,10,9.6,22.2,Groundnut
Clayey,25.1,21.4,6.3,41,4.2,2.4,13.8,Barley
Loamy,27.4,28.4,5.9,60.5,11.4,11.1,17.2,Mustard
Calcareous,389.7,24.9,21.5,85.8,10.6,2.3,23.2,Sugarcane
Laterite,104.2,29.5,21.7,70.4,6.2,17.2,25.6,Chana
Black,326.1,38.4,19.5,24.4,8.4,12.6,29,Cotton
Loamy,42.1,34.5,12.1,46.5,8.9,24.8,23.3,Chana
Black,370,33.2,21.4,26,5.1,24.3,27.3,Cotton
Clayey,352.3,28.8,15.8,80.3,6,14.2,22.3,Cotton
Loamy,237,33.4,11.1,63.5,4.2,8.1,22.2,Maize
Alluvial,23.4,20.6,13.7,86.9,10.9,13.8,17.2,Mustard
Alluvial,118,31.7,6.3,21.4,4.2,20,19,Wheat
Laterite,174.6,31.1,23.9,49.6,6.5,7.3,27.5,Cotton
Black,194.8,26.9,17.4,27.3,4.6,23.6,22.2,Sesame
Calcareous,133.1,24,19.6,44.5,10.3,11.3,21.8,Maize
Clayey,32.5,36.2,18.5,31.3,11.4,28.1,27.4,Wheat
Alluvial,244.2,21.1,18.4,43,8.5,16.3,19.8,Rice
Red,219.2,21.4,5.3,77.3,5.1,25.7,13.4,Sugarcane
Saline,127.5,28.8,15.5,31.2,8.5,19.2,22.2,Mustard
Saline,34.4,25.1,21.4,53.2,10.2,17.5,23.2,Groundnut
Sandy,397.9,34.9,5.9,84.5,9.7,21.1,20.4,Maize
Calcareous,203.2,32.7,24.1,89.9,9.9,24.7,28.4,Groundnut
Saline,307.3,35.5,13.5,37.5,6.2,20,24.5,Cotton
Sandy,191.9,26.5,10.8,85.5,4.6,24.3,18.6,Mustard
Black,36.4,34.8,15.6,38.3,5.2,7.3,25.2,Mustard
Alluvial,137.6,37.2,21,48.9,11.6,9.8,29.1,Wheat
Alluvial,141.6,26.9,14.5,81.5,8.9,8.4,20.7,Wheat
Red,338.6,26.8,17.9,75,9.8,24.4,22.4,Maize
Loamy,268.6,38,15,80,11.2,4.4,26.5,Sugarcane
Saline,124.7,21,17.6,76,10.8,24.3,19.3,Wheat
Black,387.7,27,7.8,36.5,5.7,12.9,17.4,Mustard
Peaty,142.2,22.4,5.8,59.1,4.5,4.2,14.1,Rice
Saline,399.3,20.6,7.7,47,11.4,13.9,14.2,Chana
Calcareous,398.5,22.3,10.7,52.2,11.9,10.4,16.5,Mustard
Loamy,92.7,28.6,10.1,30.8,8.5,18.6,19.4,Tur
Saline,138.8,33.7,17.3,42.1,11.1,15.2,25.5,Barley
Black,204.7,25.8,14.1,80,5.9,10.3,20,Bajra
Saline,272.4,37,5.8,82.8,4.9,26.1,21.4,Chana
Calcareous,220.7,28.8,5.7,62.7,8,13.4,17.2,Tur
Peaty,388.4,39.4,6.8,54.9,10.5,15.2,23.1,Wheat
Clayey,295.1,39.1,12.1,69.9,9.2,25.7,25.6,Soybean
Laterite,100.6,35.5,5.1,62.6,9.1,4.5,20.3,Cotton
Peaty,59.9,38.6,14.9,88.9,4.1,12.9,26.8,Sesame
Sandy,281.6,34.1,12.2,33.3,6.5,13.3,23.2,Rice
Saline,80.2,37.9,16.1,51.4,11.5,15.9,27,Rice
Alluvial,319.3,24.7,19.4,84.3,5.1,5,22,Maize
Red,138.2,26.9,10,84,9.8,4.9,18.4,Rice
Alluvial,144.2,35.1,8.1,54.7,10.1,13.7,21.6,Wheat
Peaty,24.1,28.5,10.6,29.4,9.9,2.9,19.6,Barley
Alluvial,286.4,36.7,5,77,11.9,9.1,20.8,Wheat
Black,63,37.6,7.4,61,7.3,7.6,22.5,Mustard
Alluvial,313.7,26,20,74.1,9.5,15.7,23,Soybean
Loamy,206.9,36.5,9.5,52.4,5.5,2.3,23,Maize
Clayey,318,23.1,24.9,34.3,7.2,20.9,24,Wheat
Saline,241.9,26.7,8.4,21.7,7.9,26,17.6,Wheat
Alluvial,51.3,30.4,20.8,59.1,5.7,21.8,25.6,Rice
Calcareous,310.9,24.5,19.1,31.3,11.3,24.9,21.8,Cotton
Clayey,46.5,31.6,11.4,33.1,9.7,20,21.5,Groundnut
Clayey,201.9,31.6,11.6,50.5,6.3,16.2,21.6,Rice
Alluvial,85.5,24.1,16.3,50.9,5.1,8.1,20.2,Rice
Clayey,305.9,35.9,22,39.2,6.3,9.8,29,Sugarcane
Red,366.4,32.6,12.7,29.2,9,10.9,22.6,Barley
Alluvial,230.6,26.4,6.2,86.1,10.6,3.1,16.3,Cotton
Black,220.3,24.6,12.5,29.2,8,27.6,18.6,Chana
Peaty,310.3,37.6,9.1,44.6,4.8,27.2,23.4,Soybean
Loamy,21.9,36.7,23.8,41.3,6,5,30.2,Tur
Laterite,368.7,24.6,18.9,80.6,6.8,17.6,21.8,Groundnut
Sandy,95,20.7,6,48.7,9.1,15.1,13.4,Groundnut
Clayey,394,36.1,10.9,28.7,6,21.1,23.5,Barley
Black,299.8,32.3,6,20.7,5.9,18.9,19.2,Soybean
Saline,314.2,22,21.6,70.5,6.3,5.5,21.8,Rice
Saline,269.4,31.7,23.1,70,8.7,20.5,27.4,Barley
Sandy,199.2,29,7.2,49.2,7.9,19,18.1,Mustard
Loamy,237.2,35.5,13.8,28.8,10.7,16.9,24.6,Maize
Clayey,37.6,24.2,23.6,46,9.6,13.3,23.9,Maize
Red,257.1,29.1,7.9,61.3,9.3,28.7,18.5,Cotton
Sandy,257.9,23.1,10.8,69.3,5.2,25.8,17,Chana
Loamy,358.7,39.2,11.1,25.5,4.4,18.4,25.2,Rice
Clayey,212.1,35.6,5.6,58.9,8.1,2.2,20.6,Rice
Black,49.3,34.7,5.7,39.3,4.6,14.1,20.2,Cotton
Peaty,136.4,33.8,24.1,63.2,6.9,21.6,29,Chana
Red,269.1,28.5,16.4,65.4,4.2,5.3,22.4,Cotton
Laterite,110.9,38.5,11.1,83.7,5.4,13.4,24.8,Sesame
Saline,126.6,21.5,12.6,48.7,4.9,7.4,17,Soybean
Calcareous,331.8,36.1,19.3,57.6,10.4,11.5,27.7,Sesame
Black,242,24.3,12.3,38.8,6.8,2.7,18.3,Barley
Saline,213.2,26.5,9.6,40.1,4.6,5.5,18,Barley
Alluvial,141,30.4,7,23.2,6.1,14.7,18.7,Chana
Calcareous,297.8,35.7,19.6,40,9.5,27.1,27.6,Maize
Saline,129.3,36.8,8.6,24.5,10,15.7,22.7,Maize
Loamy,300.1,31.7,6.4,87.5,5,14.7,19,Tur
Red,46.6,28.1,13.5,63.7,10.2,24.1,20.8,Groundnut
Saline,348.5,38.9,5.8,32.1,7,9.5,22.3,Rice
Laterite,209.8,24.9,24.3,28.2,9.4,4.7,24.6,Cotton
Peaty,186.6,36.1,17.5,45.9,9.4,7.9,26.8,Barley
Loamy,252.2,32.2,8.1,41.5,10.3,24.2,20.2,Wheat
Black,257.2,27.5,8.4,39.5,9.6,21,18,Barley
Black,70.2,20,16.4,52.8,4.3,4.6,18.2,Wheat
Black,307.4,28.9,12.1,83.9,8.2,20.7,20.5,Mustard
Black,124.9,25.5,20.5,59.8,5.3,28.1,23,Barley
Peaty,363.9,22.1,15.9,56.5,11.8,3.3,19,Mustard
Saline,330.8,21.5,13.7,76.5,6,19.3,17.6,Bajra
Clayey,151.6,27,24.3,20.3,7.4,12.6,25.6,Bajra
Saline,326.9,32.3,12.8,33.8,5.6,16,22.5,Mustard
Alluvial,155.4,36.8,13,54.7,5.1,16.8,24.9,Wheat
Red,58.4,23.7,18.3,69.4,8.8,23.6,21,Sesame
Calcareous,385.5,28.5,21.2,54,7.9,17.6,24.8,Rice
Clayey,268,27.8,17.5,31.5,7,18.6,22.6,Soybean
Clayey,193.3,30.3,19,85.1,4.7,11.3,24.6,Mustard
Saline,171.2,36.2,12.5,43,9.9,5.5,24.4,Cotton
Clayey,143.4,31.1,14.6,75.2,4,21.1,22.8,Maize
Sandy,393,36.9,8.9,82.4,7.7,2,22.9,Chana
Sandy,71.2,30.4,18.6,44.3,9.1,11.2,24.5,Rice
Alluvial,139.6,32.1,9.4,79.2,7.4,8.1,20.8,Wheat
Calcareous,204.5,28.7,5,69.8,5,12.9,16.8,Rice
Laterite,201.6,36.5,23.7,83.3,10.2,10.7,30.1,Rice
Peaty,199.1,38.5,11.1,37.6,6.6,21.7,24.8,Rice
Saline,86.8,32.8,8.9,85.2,5.1,9.3,20.8,Sesame
Peaty,75.1,36.4,10.4,24.6,8.4,17.7,23.4,Maize
Laterite,116.8,21.2,11.6,75.6,4.2,14.8,16.4,Maize
Saline,367.5,38.1,14.5,50.5,6.6,24.4,26.3,Mustard
Saline,63,23.8,6.4,32.5,10,14,15.1,Groundnut
Calcareous,307.8,25.1,6.1,25.6,11.3,26.2,15.6,Groundnut
Peaty,307.9,21.1,10.9,47.3,8.7,2,16,Wheat
Sandy,327.7,39.3,10.9,47.3,5.7,18.9,25.1,Sugarcane
Black,356.9,37,7.4,36.1,5.8,2.3,22.2,Mustard
Peaty,120,38.3,13.1,35.1,8.8,22,25.7,Mustard
Red,105.3,36.9,10.7,48,7.3,8.6,23.8,Groundnut
Red,196.9,29.6,5.5,48.7,5.4,12.6,17.6,Sesame
Saline,120.7,38.5,22.7,51,10.3,12.7,30.6,Rice
Black,299,39.4,22.7,80.8,5.6,25.7,31,Cotton
Loamy,261.7,30.1,9.2,62.8,6.6,4.9,19.6,Wheat
Laterite,352.5,23.5,8.3,21.4,4.5,20.7,15.9,Bajra
Alluvial,51.4,33.2,15.9,56.3,9.6,29.5,24.6,Sesame
Black,367.7,39.5,17.6,73.4,6.2,2.6,28.6,Cotton
Alluvial,131.5,37.4,24.2,23.9,5.9,29,30.8,Wheat
Peaty,206.5,37.2,12.5,49.6,6.4,2.5,24.8,Bajra
Peaty,186.7,38.7,17.4,51.6,11,25.6,28,Cotton
Alluvial,308.9,37.9,22.6,86.8,8.1,28.9,30.2,Tur
Laterite,179.7,35.5,14,53.3,5.3,29.8,24.8,Wheat
Black,378.6,34.4,7.4,72.5,10.2,14.9,20.9,Groundnut
Loamy,363,25.3,12.5,41.2,5.7,26.3,18.9,Barley
Saline,351.4,32.4,7.7,74.6,7.3,5.4,20,Bajra
Calcareous,47.1,30.4,5.3,42.6,8.5,13.9,17.8,Sesame
Peaty,344.6,37.2,20,50.1,8.7,10.6,28.6,Cotton
Red,317,29.8,9.8,53.6,4.6,13.1,19.8,Sugarcane
Laterite,59.3,22.6,5,84.8,10.7,21.7,13.8,Tur
Calcareous,60.8,20.1,22.4,23.7,7.8,4.4,21.2,Tur
Loamy,58.4,33.6,13.9,33.8,11.9,29.9,23.8,Sugarcane
Clayey,24.3,31,9.8,69.4,9.7,19.8,20.4,Chana
Saline,228.5,26.6,10.3,60.4,11.9,26.5,18.5,Mustard
Peaty,389.9,23.4,9.8,37.6,7.6,25.2,16.6,Chana
Saline,186.7,29.3,8.9,40.2,5.1,23.4,19.1,Bajra
Calcareous,225.5,22,21.8,45.7,9.8,3.1,21.9,Tur
Saline,387.8,26.7,8.4,51.5,10.2,16.5,17.6,Groundnut
Clayey,117,27.6,16.2,77.3,10.8,11.2,21.9,Wheat
Calcareous,346.2,29.3,6.5,21,6.4,5.2,17.9,Rice
Peaty,227.6,29.3,24,82.9,8.1,11.6,26.6,Wheat
Black,236.4,25.1,17.1,48.9,10.9,20.1,21.1,Groundnut
Red,150.4,37,23.1,36.1,10.9,8.5,30,Mustard
Calcareous,233.4,27.1,13,55.6,4.2,14.4,20,Barley
Sandy,47.8,24.6,21.2,66.2,9.4,13.3,22.9,Bajra
Clayey,310.6,23.5,22.1,23.1,8.8,3.5,22.8,Barley
Calcareous,128.2,26.5,19.1,70.1,4.7,19.6,22.8,Rice
Calcareous,357.3,21.4,6.9,73.3,11.4,19.3,14.2,Mustard
Sandy,159.8,20.7,5.3,31.6,7.6,29.1,13,Groundnut
Peaty,74.3,32.1,8.4,31.8,9.4,10.3,20.2,Wheat
Calcareous,284.4,32.4,7.4,34.3,11.1,13.7,19.9,Groundnut
Red,82.5,30.6,19.5,75.8,5,13.3,25,Wheat
Saline,306.4,35.2,16.1,39,10.8,27.8,25.6,Cotton
Peaty,387.9,20.8,15.5,75.7,9.8,13.4,18.2,Chana
Red,316.2,38.7,10.1,57.8,10.7,14.4,24.4,Mustard
Peaty,28.5,21.9,8.1,73.7,8,9.1,15,Chana
Red,248,33.5,9.1,58.8,4.3,2,21.3,Groundnut
Clayey,284.3,22.7,13,43.5,9.4,5.1,17.8,Sugarcane
Red,333.7,37.6,19.8,83.7,7,21.7,28.7,Sugarcane
Alluvial,41.3,30.2,10.1,70.1,7.2,21.1,20.2,Groundnut
Red,202.4,21.6,19,53.9,7.5,11,20.3,Groundnut
Black,223.4,32.3,14.8,64.6,7.9,15.2,23.5,Groundnut
Black,84.3,20.2,22.7,63.1,9.3,10.3,21.4,Bajra
Laterite,142.5,35.5,9.7,45.1,9.8,22.5,22.6,Tur
Alluvial,187.3,33,14,49.7,10.2,25.6,23.5,Wheat
Alluvial,336.6,24.3,6.9,42.3,9.4,27.2,15.6,Bajra
Saline,373.2,27.5,11.7,90,10.4,6.9,19.6,Maize
Alluvial,258.8,20.2,15.1,60.6,5,21.5,17.6,Sesame
Saline,170.1,33.9,19.7,26.4,10.7,29,26.8,Mustard
Laterite,116.5,26.5,9,56.3,7.1,20.2,17.8,Wheat
Laterite,393.2,31.4,9.4,23.5,8.2,11.8,20.4,Bajra
Clayey,393.5,39.1,17.6,40.2,7.5,19.8,28.4,Groundnut
Black,371.5,26,12.6,51.2,7.8,21.3,19.3,Rice
Red,318.6,39.8,14.6,57.4,6.3,13.1,27.2,Groundnut
Red,143.8,32.7,21.7,88.3,5.4,4.9,27.2,Groundnut
Sandy,330.5,24.8,15,88.8,4.8,19,19.9,Mustard
Sandy,175.3,28.7,18,26.9,7.6,24.5,23.4,Sugarcane
Loamy,144.2,34.8,18.1,57.7,5,29.9,26.4,Maize
Peaty,303,28.9,21.1,77.2,6,8.2,25,Barley
Clayey,50.3,21.4,17.8,36.6,5.1,21.6,19.6,Groundnut
Loamy,38.5,23.4,6.3,72.5,4.9,2.8,14.8,Tur
Loamy,190.2,35.8,11.8,81.5,11.1,29.2,23.8,Maize
Calcareous,189.3,33,24.8,66.4,9.4,2.4,28.9,Cotton
Calcareous,360.3,31.4,8.9,42.9,11.4,12,20.2,Mustard
Loamy,67.9,23.4,16.7,84.6,9.2,4.1,20,Soybean
Alluvial,66.8,36.8,21.9,81.8,10.8,19.4,29.4,Groundnut
Peaty,76,39.2,16.7,70.1,8.4,11.5,28,Cotton
Clayey,31.3,20.8,12.4,45.5,7.7,22.5,16.6,Bajra
Loamy,47.3,21.6,6.6,75.4,8.2,15.6,14.1,Maize
Red,270.8,37.7,12.2,42.1,6.6,13.7,25,Tur
Peaty,184,36.3,8.6,37.7,9.3,11.8,22.4,Maize
Calcareous,310.2,32.4,24.2,56.1,11.2,4.4,28.3,Chana
Red,397.2,38.9,19.3,89.8,10.3,7.7,29.1,Cotton
Calcareous,270.4,32.9,20,76.3,7.7,19.9,26.4,Sugarcane
Calcareous,39.2,24.3,13.7,71.1,11.6,15.9,19,Mustard
Peaty,59.7,34.6,7.2,51.6,11.9,4,20.9,Bajra
Calcareous,354.8,32.9,10.3,41.8,7.9,17.2,21.6,Cotton
Laterite,220.4,39.7,10.2,79.9,10.9,3.5,25,Rice
Black,333.4,24.3,14.7,59.7,4,16.3,19.5,Rice
Laterite,345.5,32,14.2,76.9,4.5,29,23.1,Rice
Black,372.5,35.6,13.7,54.1,4.2,10.6,24.6,Maize
Sandy,380.9,26.8,14.9,72.8,10.2,22.3,20.8,Bajra
Sandy,230.8,27.6,24.7,80.7,4.6,22.9,26.2,Sugarcane
Calcareous,149.6,37.8,11,47.4,4.1,13.3,24.4,Bajra
Clayey,385.5,28.1,17.3,20.9,5.2,18.6,22.7,Sesame
Clayey,228,32.5,9.8,37.8,6.5,15.2,21.2,Tur
Black,44.4,37.8,14.3,84,7.7,9.9,26,Cotton
Red,264.3,24.2,9,68.1,4.5,23.1,16.6,Barley
Peaty,243.3,39.6,16.2,71.6,8,21.7,27.9,Rice
Calcareous,360.4,34,10.3,42.8,6,27.2,22.2,Mustard
Peaty,268.2,29.9,5.7,69.1,6.2,19.3,17.8,Sesame
Laterite,152.6,28.6,21.3,65.2,10.6,12.9,25,Rice
Clayey,387.2,39.1,7.6,32.5,11.9,22,23.4,Mustard
Alluvial,324.6,24.1,12.4,87.8,7.7,19.3,18.2,Groundnut
Laterite,259.6,26.2,14.5,44.8,6.6,19.3,20.4,Cotton
Laterite,131.3,26.2,13.6,43.1,11.5,25.8,19.9,Cotton
Black,161.9,25.8,19.5,45.8,8,27.5,22.6,Mustard
Saline,274.6,29.4,16.9,26.4,9.8,7,23.2,Barley
Laterite,47.4,39.8,10.9,63.7,7.3,10.8,25.3,Groundnut
Calcareous,117.5,37.8,6,36.7,5.6,20.2,21.9,Rice
Loamy,291.3,26.6,20.4,76.2,9.2,17.6,23.5,Bajra
Loamy,202.4,28.5,12.1,47.6,9.3,20.3,20.3,Sesame
Calcareous,172.9,33.4,22.8,52.1,7.7,14.1,28.1,Soybean
Saline,77.6,20.3,12.9,65.2,6.2,13.5,16.6,Sugarcane
Saline,187.9,36.4,19.4,73.3,10.7,5.3,27.9,Wheat
Black,312.9,37.6,23.8,36.2,6.2,19.5,30.7,Cotton
Clayey,120.3,37.1,18,87.6,9.3,6.9,27.6,Soybean
Peaty,22.1,27.5,13.3,63.6,7.1,20.8,20.4,Sesame
Saline,274,29.2,16.3,20.4,7.8,29.1,22.8,Soybean
Alluvial,389.6,20.2,15.9,49.1,5.7,9.2,18,Mustard
Black,250.6,28,16.7,50.6,9.2,6,22.4,Wheat
Sandy,65.6,29.2,7.9,76.6,5.8,2.7,18.6,Tur
Red,141.9,38.1,19,41.4,7.9,12.6,28.6,Groundnut
Sandy,349.7,37.9,7.9,43.2,6.6,8,22.9,Tur
Black,108.4,39.3,5.3,24.9,11.7,15.8,22.3,Bajra
Laterite,250.9,37.7,17.5,39.8,11.9,16.7,27.6,Mustard
Peaty,173,20.2,7.3,70.2,10,11.8,13.8,Wheat
Red,99,32.8,20.4,64.4,11.9,23,26.6,Bajra
Sandy,329.1,21.4,22.3,25.7,4.9,27.3,21.8,Wheat
Red,302.3,25.5,23.9,28,11.9,7.9,24.7,Groundnut
Alluvial,271.4,31.6,18.3,46.4,4.8,25.4,25,Wheat
Alluvial,109.8,34,14.6,72.1,7.3,5.7,24.3,Wheat
Alluvial,57.2,33.1,12,78.3,5.9,8.4,22.6,Cotton
Black,238.9,21,14.8,21,11.6,17.7,17.9,Sugarcane
Peaty,230.4,22.1,8.8,43,9.1,10.6,15.4,Wheat
Black,91.6,22.6,12,49.7,8.8,3.2,17.3,Maize
Loamy,41.4,21.8,19.4,83.8,12,10.3,20.6,Tur
Laterite,50.7,23.6,9.3,55.1,8.9,27.3,16.5,Bajra
Laterite,397.3,33.8,10.3,38.9,9.2,6.9,22,Wheat
Alluvial,317.8,36.6,20,47.3,4.4,23.4,28.3,Cotton
